compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,pIC50,n_measurements,pIC50_iqr,document_year_min,document_year_max
TRAIN_03782,SGXPAUVERYLCOT-XZWHSSHBSA-N,CHEMBL394595,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccccc1,7.52,1,0.0,2007,2007
TRAIN_03783,SGZYRTFSHSWPSV-QSOSSPEWSA-N,CHEMBL3688756,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)n2)nc1,O=C(Nc1cccc(C2N=COC3CC32)n1)c1ccccn1,5.785,2,1.215,2015,2015
TRAIN_03784,SHANBBFTGPRBCZ-MAUKXSAKSA-N,CHEMBL3680877,C[C@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)C(F)(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.28,1,0.0,2014,2014
TRAIN_03785,SHCKAZHSLXTFTN-UHFFFAOYSA-N,CHEMBL3963820,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)C3(C)C)c1,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,5.5,1,0.0,2015,2015
TRAIN_03786,SHFCEQRTSOSHGI-UHFFFAOYSA-N,CHEMBL237493,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC2CC2)cc1)NCCCO,O=C(NCC1CC1)c1ccc(-c2cc(-c3ccccc3)cs2)cc1,6.85,1,0.0,2007,2007
TRAIN_03787,SHGDACKXZZBVAK-HSPASALISA-N,CHEMBL3937658,Cc1cccc(C2CC(c3ccccc3)CCN2C(=O)C2CNC[C@]23CCCc2nc(Cl)ccc23)c1,O=C(C1CNCC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1c1ccccc1,6.35,1,0.0,2014,2014
TRAIN_03788,SHGMHNFVZNZZBT-UHFFFAOYSA-N,CHEMBL1821817,CCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,O=C(CCc1cnc2ccc(-c3ccccc3)cc2c1)NCC1CCCCC1,7.8,1,0.0,2011,2011
TRAIN_03789,SHIKCAICRTZTAO-XZWHSSHBSA-N,CHEMBL427719,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,7.39,5,1.2,2008,2008
TRAIN_03790,SHUVKUURHFEQAT-JBOQNHBVSA-N,CHEMBL2048209,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(Br)cc(C(=O)N2COC[C@@H]2c2ccccc2)c1,O=C(CC(Cc1ccccc1)NC(=O)c1cccc(C(=O)N2COCC2c2ccccc2)c1)Nc1cccc(-c2nn[nH]n2)c1,7.6,1,0.0,2012,2012
TRAIN_03791,SHYZDIAEEXDRKD-RYUYIOONSA-N,CHEMBL402307,Cc1cccc(CN2C[C@@H](C(=O)N[C@@H](Cc3cc(F)cc(F)c3)[C@H](O)[C@H]3C[C@@H](OCc4ccccc4)CN3)CC2=O)c1,O=C(NC(Cc1ccccc1)CC1CC(OCc2ccccc2)CN1)C1CC(=O)N(Cc2ccccc2)C1,6.46,1,0.0,2008,2008
TRAIN_03792,SIBWATARUGFMIW-XGARDCMYSA-N,CHEMBL230245,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,O=C(NCCc1ccccc1)c1ccnc(NCC2CC2)c1,8.005,2,0.695,2007,2007
TRAIN_03793,SIEBIQZHYVEHDM-UHFFFAOYSA-N,CHEMBL3707022,COc1ccc2c(c1F)CCC2(Cc1ccc(C(F)(F)F)cc1)c1cn(C)c(N)n1,c1ccc(CC2(c3c[nH]cn3)CCc3ccccc32)cc1,7.2,1,0.0,2009,2009
TRAIN_03794,SILGEXOUELDSRZ-MLAKCTNMSA-N,CHEMBL583875,CCC[C@H]1CN(Cc2ccc(CN3C(=N)NC(CCC4CCCCC4)(CC4CCCCC4)C3=O)cc2)C(=O)N1,N=C1NC(CCC2CCCCC2)(CC2CCCCC2)C(=O)N1Cc1ccc(CN2CCNC2=O)cc1,7.57,1,0.0,2010,2010
TRAIN_03795,SINMVHNXSSRVNR-MZJWZYIUSA-N,CHEMBL1165279,Oc1c(I)cc(I)cc1/C=N/Nc1nc(Nc2cccc3ccccc23)nc(N2CCOCC2)n1,C(=NNc1nc(Nc2cccc3ccccc23)nc(N2CCOCC2)n1)c1ccccc1,4.0,1,0.0,2010,2010
TRAIN_03796,SIQCPFMGRNDORT-UCMVZMLTSA-N,CHEMBL3688693,Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.09,1,0.0,2015,2015
TRAIN_03797,SJBMDVVYJCULOW-JDRBWAEDSA-N,CHEMBL211899,CC(C)CNC(=O)[C@H](CCS(C)(=O)=O)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,O=C(NCCc1ccccc1)c1cccc(C(=O)NCc2ccccc2)c1,7.89,1,0.0,2006,2006
TRAIN_03798,SJRMJSRRAFSJFY-LZVRBXCZSA-N,CHEMBL3653409,C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.04,1,0.0,2014,2014
TRAIN_03799,SJRMJSRRAFSJFY-YYSFKGJASA-N,CHEMBL3653410,C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.42,1,0.0,2014,2014
TRAIN_03800,SJRWKADIBQLHDB-YTCPBCGMSA-N,CHEMBL2408761,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(Cc3ccccc3)cc21,c1ccc(CCCCNC2CCCc3ccc(Cc4ccccc4)cc32)cc1,5.33,1,0.0,2013,2013
TRAIN_03801,SJWBFIBKCWCVKR-XEQFBJMUSA-N,CHEMBL1791009,CCCC[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)C(=O)NCc1cccc(C(=O)O)c1,c1ccccc1,6.75,1,0.0,2003,2003
TRAIN_03802,SKADJJSJNRYPGV-BQYBEJQRSA-N,CHEMBL3672399,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)c(Cl)c1,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,6.14,1,0.0,2015,2015
TRAIN_03803,SKFPOSFEIUNPPF-YYSPBGNDSA-N,CHEMBL162970,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCNC2CC2)Cc2ccccc2)c1,7.39,1,0.0,2004,2004
TRAIN_03804,SKMXMJUGNCZGDB-UHFFFAOYSA-N,CHEMBL3642641,CC1(c2cc(NC(=O)c3ccco3)cc(C(F)(F)F)c2)CCSC(N)=N1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccco1,5.64,1,0.0,2013,2013
TRAIN_03805,SKNSXIIPICYXKY-AHQGXOPPSA-N,CHEMBL3907727,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,8.66,1,0.0,2014,2014
TRAIN_03806,SKNSXIIPICYXKY-LPPUWEFUSA-N,CHEMBL4111546,COc1cc(C#N)cc(-c2ccc3c(c2)[C@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,5.23,1,0.0,2014,2014
TRAIN_03807,SKNSXIIPICYXKY-MZBJOSPHSA-N,CHEMBL3902302,COc1cc(C#N)cc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,9.08,1,0.0,2014,2014
TRAIN_03808,SKTFCNUADRUXNU-UHFFFAOYSA-N,CHEMBL3656141,COC1CCC2(CC1)Cc1ccc(-c3cccc(C(F)(F)F)c3)cc1C21N=C(N)N(C)O1,C1=NC2(ON1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,7.73,1,0.0,2014,2014
TRAIN_03809,SKVOYCWFAMLWLN-UHFFFAOYSA-N,CHEMBL1092000,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,c1ccc(-c2ccc(-c3ccc(Oc4cnccn4)cc3)n2Cc2ccccn2)cc1,6.34,1,0.0,2010,2010
TRAIN_03810,SKZOZLFDNIMQMW-UHFFFAOYSA-N,CHEMBL2136098,CC1(C)Cc2ccccc2C(NC(Cc2ccccc2)C(=O)O)=N1,c1ccc(CCNC2=NCCc3ccccc32)cc1,4.57,1,0.0,2013,2013
TRAIN_03811,SKZQIZSEIJUFOR-UHFFFAOYSA-N,CHEMBL1952315,O=C(Nc1ccc(N(CCO)CCO)cc1)c1cnc2cc(Cl)cc(Cl)c2c1O,O=C(Nc1ccccc1)c1cnc2ccccc2c1,5.64,1,0.0,2012,2012
TRAIN_03812,SLBSYXUQXCWSGG-QAXCHELISA-N,CHEMBL1097345,CCNc1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(Cc1ccccc1)CC1CN(S(=O)(=O)c2ccccc2)CCN1)c1cccc(N2CCCCS2(=O)=O)c1,7.21,1,0.0,2010,2010
TRAIN_03813,SLEHZAYWOUGWKR-JSAVKQRWSA-N,CHEMBL3677237,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccccc1-c1cccc2ccccc12,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1-c1cccc2ccccc12,6.31,1,0.0,2015,2015
TRAIN_03814,SLPXAQFTHUFTML-UHFFFAOYSA-N,CHEMBL1923295,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)C1=O,O=C(Nc1cccc(C2N=CCNC2=O)c1)c1ccccn1,7.1,3,0.655,2011,2011
TRAIN_03815,SLQWRMHCWDITNP-KQKMSYGOSA-N,CHEMBL3688638,NC1=N[C@](CF)(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cnc2F)[C@H]2C[C@H]2O1,O=C(Nc1cncc(C2N=COC3CC32)c1)c1cc[nH]n1,7.24,1,0.0,2015,2015
TRAIN_03816,SLUFXDXLBWGIIS-IZZNHLLZSA-N,CHEMBL252756,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)N2CCCCC2)c1,O=C(CCCS(=O)(=O)N1CCCCC1)NC(CCNCc1ccccc1)Cc1ccccc1,5.19,1,0.0,2007,2007
TRAIN_03817,SLUPOLSOVKJKSO-VARDARPISA-N,CHEMBL3683886,Cc1cc(NC(=O)c2ncc(Cl)cc2Cl)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.59,1,0.0,2015,2015
TRAIN_03818,SLWPBUMYPRVYIJ-UHFFFAOYSA-N,CHEMBL510508,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,c1ccc(Oc2cccc3c2Oc2ccc4oc5c(Oc6ccccc6)cccc5c4c2O3)cc1,5.67,1,0.0,2010,2010
TRAIN_03819,SLYMHKOICKJMFY-JYIQTIOUSA-N,CHEMBL1094663,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2noc(=S)[nH]2)c1,O=C(CCNC(=O)c1cc(=O)[nH]c(=O)[nH]1)NCC(=O)NCC(=O)NC(CC(=O)Nc1cccc(-c2noc(=S)[nH]2)c1)Cc1ccccc1,7.99,1,0.0,2010,2010
TRAIN_03820,SMDLELADPFDJCZ-UHFFFAOYSA-N,CHEMBL1762679,O=C1C=C(c2ccccc2)C(=O)C(c2ccccc2)=C1,O=C1C=C(c2ccccc2)C(=O)C(c2ccccc2)=C1,4.94,1,0.0,2011,2011
TRAIN_03821,SMFYOGSQKYIJQH-BVRKHOPBSA-N,CHEMBL251533,CC(C)S(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2,O=C1NC(c2ccccc2)CCc2cccc(c2)CCCOCc2cccc1c2,6.71,1,0.0,2007,2007
TRAIN_03822,SMGDVPMZMGYVMN-UHFFFAOYSA-N,CHEMBL3904189,COC1CCC2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CCF)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,8.15,1,0.0,2015,2015
TRAIN_03823,SMGMOQUKJIGDLH-IOHHAYIISA-N,CHEMBL3688621,Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.82,1,0.0,2015,2015
TRAIN_03824,SMMANAWVXZZNER-DZMJNENTSA-N,CHEMBL1210359,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(CNCCC(Cc1ccccc1)NC(=O)c1cccc(Nc2ccccc2)c1)NC1CCCCC1,7.68,3,0.62,2010,2010
TRAIN_03825,SMPAHDBHYSCFQF-MELYXSMSSA-N,CHEMBL1917902,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)C1=O,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C(CCc1ccccc1)N1CCCC1=O,8.13,2,0.17,2011,2011
TRAIN_03826,SMPDRZSUSJZGCD-FHJLPGHOSA-N,CHEMBL3683817,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)c(C)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,5.65,1,0.0,2015,2015
TRAIN_03827,SMPDRZSUSJZGCD-GEQKSPFYSA-N,CHEMBL3683816,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.89,1,0.0,2015,2015
TRAIN_03828,SMQRADVWSPEEOF-XOUBVTBXSA-N,CHEMBL253929,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccc3cc[nH]c3c2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCNCc2ccc3cc[nH]c3c2)Cc2ccccc2)c1,6.21,1,0.0,2008,2008
TRAIN_03829,SMSFWZXSHBFRDJ-DSPMFFIESA-N,CHEMBL476216,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(Cc3ccccc3Cl)CCN2)c1,O=C(NC(Cc1ccccc1)CC1CN(Cc2ccccc2)CCN1)c1ccccc1,6.845,2,0.725,2008,2008
TRAIN_03830,SMSWJWMOZMPDKT-UHFFFAOYSA-N,CHEMBL2177916,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,7.385,2,0.515,2012,2012
TRAIN_03831,SMTZXKMQADBRPC-XZOQPEGZSA-N,CHEMBL1270363,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(CF)CF)c2)CC1,c1ccc(CCCCNC2(c3ccccc3)CC2)cc1,6.41,1,0.0,2010,2010
TRAIN_03832,SNCUIVJNMNJXKM-WHWDJVTISA-N,CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,c1ccc(CCCCNC2(c3cccc(C4CCOCOC4)c3)CCCCC2)cc1,6.25,1,0.0,2010,2010
TRAIN_03833,SNDQIKFTGSEGEF-KEPSJGTLSA-N,CHEMBL227053,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,O=C(CNCCC(Cc1ccccc1)NC(=O)c1cccc(N2CCCC2=O)c1)NC1CCCCC1,6.55,3,0.465,2008,2008
TRAIN_03834,SNDXBLGCUUUDPP-XZLGBSMGSA-N,CHEMBL1915976,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)C(CCc1ccccc1)N1CCCC1=O,7.16,2,0.54,2011,2011
TRAIN_03835,SNKKIRHQIJPOAM-UHFFFAOYSA-N,CHEMBL270820,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCCC(=O)O)cc1,c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,6.56,1,0.0,2008,2008
TRAIN_03836,SNMJDCLMHPLDAA-UHFFFAOYSA-N,CHEMBL404166,Cc1csc(CN/C(N)=N\C(=O)Cn2c(-c3ccccc3)ccc2C23CC4CC(CC(C4)C2)C3)n1,O=C(Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)N=CNCc1nccs1,6.56,1,0.0,2008,2008
TRAIN_03837,SNPUTDINPIUMCZ-FAZYOCGDSA-N,CHEMBL4108517,CN1OC2(N=C1N)c1cc(Br)ccc1C[C@@]21C[C@@H]1c1ccccc1,C1=NC2(ON1)c1ccccc1CC21CC1c1ccccc1,5.01,1,0.0,2015,2015
TRAIN_03838,SNQQSEHSNGCNKM-UHFFFAOYSA-N,CHEMBL605518,CN1C(=O)C(c2cccc(NC(=O)c3ccc4c(c3)OCO4)c2)(C2CCCCC2)N=C1N,O=C(Nc1cccc(C2(C3CCCCC3)N=CNC2=O)c1)c1ccc2c(c1)OCO2,6.42,1,0.0,2010,2010
TRAIN_03839,SOGVSPVLCXEDPN-URLMMPGGSA-N,CHEMBL1210353,CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccncc2)c1,6.68,1,0.0,2010,2010
TRAIN_03840,SOIUCDXCUVCLGQ-UHFFFAOYSA-N,CHEMBL393559,NC(N)=NC(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(OCCc2cn[nH]c2)cc1,c1ccc(-c2csc(-c3ccc(OCCc4cn[nH]c4)cc3)c2)cc1,5.16,1,0.0,2007,2007
TRAIN_03841,SOKKPDFWPPGKPQ-UHFFFAOYSA-N,CHEMBL2322541,NCc1ccc(CNC(=O)Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)cc1,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccccc1,4.23,1,0.0,2013,2013
TRAIN_03842,SONMRCAKXOZZEP-KMDXXIMOSA-N,CHEMBL2031146,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CC(F)(F)C2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,8.1,1,0.0,2012,2012
TRAIN_03843,SORSKESEAHGMMJ-WUFINQPMSA-N,CHEMBL253165,CCCCN(CCCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,c1ccc(CCCCNCc2ccccc2)cc1,6.605,2,0.285,2007,2007
TRAIN_03844,SOSILAYXEBGSER-XBGOEWRMSA-N,CHEMBL257433,CCCCN1C[C@@H](C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)[C@H](CC)C1=O,O=C1CC(C(=O)NC(Cc2ccccc2)CC2CC(OCc3ccccc3)CN2)CN1,6.85,1,0.0,2008,2008
TRAIN_03845,SOVNCTNQAWWYAQ-OQLLNIDSSA-N,CHEMBL1412710,CC(C)=CCC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12,O=c1ccc2cc3ccoc3cc2o1,4.69,1,0.0,2012,2012
TRAIN_03846,SPCACAONOMDGOG-UHFFFAOYSA-N,CHEMBL2403763,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CO1,O=C(Nc1ccc2c(c1)C1(CC2)COC=N1)c1ccccn1,5.43,2,0.46,2013,2013
TRAIN_03847,SPFHLQQJLDPWEY-IZZNHLLZSA-N,CHEMBL1257892,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(N)cc(C(C)(C)C)c2)CCCCC1,c1ccc(CCCCNC2(c3ccccc3)CCCCC2)cc1,6.5,1,0.0,2010,2010
TRAIN_03848,SPKBGXFBJNXHQG-IHJXWSBQSA-N,CHEMBL230355,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1,O=C(NCCc1ccccc1)c1ccnc(NCC2CC2)c1,6.895,2,0.855,2007,2007
TRAIN_03849,SPPMAGBUKCBTQD-CMPZQBNXSA-N,CHEMBL3688714,CC(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.52,1,0.0,2015,2015
TRAIN_03850,SPQJQLMNHCRQEE-UHFFFAOYSA-N,CHEMBL566638,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC1CCCC1,O=C1NC=NC1(c1cccc(OC2CCCC2)c1)c1cccc(-c2cccnc2)c1,7.16,1,0.0,2010,2010
TRAIN_03851,SPQNHSZTLTXJJP-UEWHNOOISA-N,CHEMBL1092146,C[C@@H](NC(=O)c1cc(-c2ccc(C(C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,O=C(NCc1ccccc1)c1cccc(-c2ccc(CCc3ccccc3)o2)c1,8.05,2,0.35,2010,2010
TRAIN_03852,SPUPFMFFTCRYOB-POHZPAGDSA-N,CHEMBL3654233,Cc1cnc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)nc1,C1=NC2(c3ccccc3)COC(c3ncccn3)CC2CS1,6.16,1,0.0,2015,2015
TRAIN_03853,SPXWEKUGALJTSG-SUMDDJOVSA-N,CHEMBL3127097,NC1=N[C@@]2(CS1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,C1=NC2(CS1)c1cc(-c3cccnc3)ccc1OC1CCOCC12,6.88,2,0.22,2014,2014
TRAIN_03854,SQCCLROLILAOBD-MLLWAOEYSA-N,CHEMBL1076902,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,O=C(CCCC(COCc1ccccc1)NC(=O)c1cccc(C(=O)NCc2ccccc2)c1)NCC(=O)NCc1ccccc1,6.765,2,1.415,2010,2010
TRAIN_03855,SQCFBTIRDMHJJB-MVPFYTHOSA-N,CHEMBL4113169,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,8.0,1,0.0,2015,2015
TRAIN_03856,SQFPBQIACZLVBC-KRWDZBQOSA-N,CHEMBL3653389,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.0,1,0.0,2014,2014
TRAIN_03857,SQFZDAOSJQBZRX-CQURBHOASA-N,CHEMBL3688774,N#Cc1cnc2c(Nc3ccc(Cl)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)ncc(F)c2c1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,7.5,1,0.0,2015,2015
TRAIN_03858,SQFZDAOSJQBZRX-QTPGKHNVSA-N,CHEMBL3688773,N#Cc1cnc2c(Nc3ccc(Cl)c([C@]4(C(F)F)N=C(N)O[C@H]5C[C@H]54)c3)ncc(F)c2c1,C1=NC(c2cccc(Nc3nccc4cccnc34)c2)C2CC2O1,6.315,2,0.765,2015,2015
TRAIN_03859,SQMFTZTZAKREKJ-XMMBWAHJSA-N,CHEMBL53024,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,O=C(CCCNC(=O)Cc1cccc2ccccc12)NCC(=O)NCc1ccccc1,4.3,1,0.0,2003,2003
TRAIN_03860,SQOLEEWNZSMGAF-UHFFFAOYSA-N,CHEMBL1782310,Cc1cc(C)nc(N/C(=N\C(=O)N2c3ccccc3Sc3ccccc32)Nc2cccc([N+](=O)[O-])c2)n1,O=C(N=C(Nc1ccccc1)Nc1ncccn1)N1c2ccccc2Sc2ccccc21,4.54,1,0.0,2009,2009
TRAIN_03861,SQOOPOCFLZTWPZ-AGHWWSTESA-N,CHEMBL402576,N/C(=N/C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@H](O)CC1,O=C(Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)N=CNC1CCCCC1,6.55,1,0.0,2008,2008
