policy,seed,n_queried,cumulative_high_activity_found,recall,best_pIC50_sofar
greedy_surrogate,1,30,1,0.012658227848101266,9.1870871
greedy_surrogate,1,40,4,0.05063291139240506,9.1870871
greedy_surrogate,1,50,8,0.10126582278481013,10.522879
greedy_surrogate,1,60,10,0.12658227848101267,10.522879
greedy_surrogate,1,70,11,0.13924050632911392,10.522879
greedy_surrogate,1,80,12,0.1518987341772152,10.522879
greedy_surrogate,1,90,12,0.1518987341772152,10.522879
greedy_surrogate,1,100,13,0.16455696202531644,10.522879
greedy_surrogate,1,110,14,0.17721518987341772,10.522879
greedy_surrogate,1,120,18,0.22784810126582278,10.522879
greedy_surrogate,1,130,18,0.22784810126582278,10.522879
greedy_surrogate,1,140,19,0.24050632911392406,10.522879
greedy_surrogate,1,150,20,0.25316455696202533,10.522879
greedy_surrogate,2,30,2,0.02531645569620253,8.5228786
greedy_surrogate,2,40,2,0.02531645569620253,8.5228786
greedy_surrogate,2,50,4,0.05063291139240506,8.6989698
greedy_surrogate,2,60,7,0.08860759493670886,8.6989698
greedy_surrogate,2,70,10,0.12658227848101267,8.6989698
greedy_surrogate,2,80,12,0.1518987341772152,8.6989698
greedy_surrogate,2,90,14,0.17721518987341772,8.6989698
greedy_surrogate,2,100,14,0.17721518987341772,8.6989698
greedy_surrogate,2,110,14,0.17721518987341772,8.6989698
greedy_surrogate,2,120,14,0.17721518987341772,8.6989698
greedy_surrogate,2,130,15,0.189873417721519,8.6989698
greedy_surrogate,2,140,16,0.20253164556962025,9.0
greedy_surrogate,2,150,20,0.25316455696202533,9.0
greedy_surrogate,3,30,0,0.0,8.3010302
greedy_surrogate,3,40,0,0.0,8.3010302
greedy_surrogate,3,50,1,0.012658227848101266,8.5228786
greedy_surrogate,3,60,1,0.012658227848101266,8.5228786
greedy_surrogate,3,70,2,0.02531645569620253,8.8538723
greedy_surrogate,3,80,3,0.0379746835443038,8.8538723
greedy_surrogate,3,90,10,0.12658227848101267,9.0
greedy_surrogate,3,100,11,0.13924050632911392,9.1549015
greedy_surrogate,3,110,13,0.16455696202531644,10.522879
greedy_surrogate,3,120,14,0.17721518987341772,10.522879
greedy_surrogate,3,130,14,0.17721518987341772,10.522879
greedy_surrogate,3,140,15,0.189873417721519,10.522879
greedy_surrogate,3,150,15,0.189873417721519,10.522879
greedy_surrogate,4,30,0,0.0,7.6903696
greedy_surrogate,4,40,0,0.0,8.0087738
greedy_surrogate,4,50,1,0.012658227848101266,8.4948502
greedy_surrogate,4,60,3,0.0379746835443038,8.7212467
greedy_surrogate,4,70,5,0.06329113924050633,8.7212467
greedy_surrogate,4,80,9,0.11392405063291139,9.0
greedy_surrogate,4,90,14,0.17721518987341772,9.004365
greedy_surrogate,4,100,17,0.21518987341772153,9.004365
greedy_surrogate,4,110,19,0.24050632911392406,9.004365
greedy_surrogate,4,120,19,0.24050632911392406,9.004365
greedy_surrogate,4,130,21,0.26582278481012656,9.004365
greedy_surrogate,4,140,25,0.31645569620253167,9.004365
greedy_surrogate,4,150,27,0.34177215189873417,9.004365
greedy_surrogate,5,30,2,0.02531645569620253,9.0
greedy_surrogate,5,40,8,0.10126582278481013,9.0
greedy_surrogate,5,50,10,0.12658227848101267,9.0
greedy_surrogate,5,60,12,0.1518987341772152,9.0
greedy_surrogate,5,70,12,0.1518987341772152,9.0
greedy_surrogate,5,80,14,0.17721518987341772,9.0
greedy_surrogate,5,90,19,0.24050632911392406,9.0
greedy_surrogate,5,100,20,0.25316455696202533,9.0
greedy_surrogate,5,110,22,0.27848101265822783,9.0
greedy_surrogate,5,120,23,0.2911392405063291,9.0
greedy_surrogate,5,130,25,0.31645569620253167,9.1549015
greedy_surrogate,5,140,29,0.3670886075949367,9.1549015
greedy_surrogate,5,150,34,0.43037974683544306,9.1549015
greedy_surrogate,6,30,2,0.02531645569620253,9.004365
greedy_surrogate,6,40,7,0.08860759493670886,9.004365
greedy_surrogate,6,50,11,0.13924050632911392,9.004365
greedy_surrogate,6,60,14,0.17721518987341772,9.004365
greedy_surrogate,6,70,16,0.20253164556962025,9.004365
greedy_surrogate,6,80,17,0.21518987341772153,9.004365
greedy_surrogate,6,90,19,0.24050632911392406,9.004365
greedy_surrogate,6,100,19,0.24050632911392406,9.004365
greedy_surrogate,6,110,21,0.26582278481012656,9.004365
greedy_surrogate,6,120,23,0.2911392405063291,9.1549015
greedy_surrogate,6,130,26,0.3291139240506329,9.1549015
greedy_surrogate,6,140,27,0.34177215189873417,9.1549015
greedy_surrogate,6,150,32,0.4050632911392405,9.1549015
greedy_surrogate,7,30,3,0.0379746835443038,10.522879
greedy_surrogate,7,40,8,0.10126582278481013,10.522879
greedy_surrogate,7,50,10,0.12658227848101267,10.522879
greedy_surrogate,7,60,13,0.16455696202531644,10.522879
greedy_surrogate,7,70,13,0.16455696202531644,10.522879
greedy_surrogate,7,80,14,0.17721518987341772,10.522879
greedy_surrogate,7,90,16,0.20253164556962025,10.522879
greedy_surrogate,7,100,21,0.26582278481012656,10.522879
greedy_surrogate,7,110,23,0.2911392405063291,10.522879
greedy_surrogate,7,120,26,0.3291139240506329,10.522879
greedy_surrogate,7,130,28,0.35443037974683544,10.522879
greedy_surrogate,7,140,29,0.3670886075949367,10.522879
greedy_surrogate,7,150,29,0.3670886075949367,10.522879
greedy_surrogate,8,30,3,0.0379746835443038,8.6989698
greedy_surrogate,8,40,5,0.06329113924050633,8.6989698
greedy_surrogate,8,50,7,0.08860759493670886,8.6989698
greedy_surrogate,8,60,8,0.10126582278481013,8.6989698
greedy_surrogate,8,70,10,0.12658227848101267,9.0
greedy_surrogate,8,80,14,0.17721518987341772,9.0
greedy_surrogate,8,90,15,0.189873417721519,9.0
greedy_surrogate,8,100,16,0.20253164556962025,9.0
greedy_surrogate,8,110,19,0.24050632911392406,9.0
greedy_surrogate,8,120,19,0.24050632911392406,9.0
greedy_surrogate,8,130,20,0.25316455696202533,9.0
greedy_surrogate,8,140,22,0.27848101265822783,9.0
greedy_surrogate,8,150,24,0.3037974683544304,9.0
greedy_surrogate,9,30,3,0.0379746835443038,8.8538723
greedy_surrogate,9,40,6,0.0759493670886076,8.8538723
greedy_surrogate,9,50,8,0.10126582278481013,8.8538723
greedy_surrogate,9,60,14,0.17721518987341772,9.004365
greedy_surrogate,9,70,17,0.21518987341772153,9.004365
greedy_surrogate,9,80,21,0.26582278481012656,9.004365
greedy_surrogate,9,90,23,0.2911392405063291,9.004365
greedy_surrogate,9,100,27,0.34177215189873417,9.004365
greedy_surrogate,9,110,31,0.3924050632911392,9.004365
greedy_surrogate,9,120,33,0.4177215189873418,9.004365
greedy_surrogate,9,130,34,0.43037974683544306,9.004365
greedy_surrogate,9,140,35,0.4430379746835443,9.004365
greedy_surrogate,9,150,37,0.46835443037974683,9.004365
greedy_surrogate,10,30,0,0.0,8.1549015
greedy_surrogate,10,40,0,0.0,8.1549015
greedy_surrogate,10,50,1,0.012658227848101266,8.4685211
greedy_surrogate,10,60,1,0.012658227848101266,8.4685211
greedy_surrogate,10,70,1,0.012658227848101266,8.4685211
greedy_surrogate,10,80,3,0.0379746835443038,8.4948502
greedy_surrogate,10,90,4,0.05063291139240506,8.7212467
greedy_surrogate,10,100,9,0.11392405063291139,9.0
greedy_surrogate,10,110,16,0.20253164556962025,9.004365
greedy_surrogate,10,120,16,0.20253164556962025,9.004365
greedy_surrogate,10,130,16,0.20253164556962025,9.004365
greedy_surrogate,10,140,19,0.24050632911392406,9.004365
greedy_surrogate,10,150,20,0.25316455696202533,9.004365
greedy_surrogate,11,30,1,0.012658227848101266,8.3979397
greedy_surrogate,11,40,6,0.0759493670886076,9.004365
greedy_surrogate,11,50,9,0.11392405063291139,9.004365
greedy_surrogate,11,60,13,0.16455696202531644,9.004365
greedy_surrogate,11,70,14,0.17721518987341772,9.004365
greedy_surrogate,11,80,14,0.17721518987341772,9.004365
greedy_surrogate,11,90,15,0.189873417721519,9.004365
greedy_surrogate,11,100,21,0.26582278481012656,9.004365
greedy_surrogate,11,110,26,0.3291139240506329,9.004365
greedy_surrogate,11,120,27,0.34177215189873417,9.004365
greedy_surrogate,11,130,30,0.379746835443038,9.0506096
greedy_surrogate,11,140,30,0.379746835443038,9.0506096
greedy_surrogate,11,150,33,0.4177215189873418,9.0506096
greedy_surrogate,12,30,2,0.02531645569620253,8.5228786
greedy_surrogate,12,40,5,0.06329113924050633,9.1549015
greedy_surrogate,12,50,5,0.06329113924050633,9.1549015
greedy_surrogate,12,60,10,0.12658227848101267,9.1549015
greedy_surrogate,12,70,12,0.1518987341772152,9.1549015
greedy_surrogate,12,80,15,0.189873417721519,9.1549015
greedy_surrogate,12,90,16,0.20253164556962025,9.1549015
greedy_surrogate,12,100,18,0.22784810126582278,9.1549015
greedy_surrogate,12,110,19,0.24050632911392406,9.1549015
greedy_surrogate,12,120,23,0.2911392405063291,9.1549015
greedy_surrogate,12,130,28,0.35443037974683544,9.1549015
greedy_surrogate,12,140,32,0.4050632911392405,9.1549015
greedy_surrogate,12,150,32,0.4050632911392405,9.1549015
greedy_surrogate,13,30,3,0.0379746835443038,8.6989698
greedy_surrogate,13,40,8,0.10126582278481013,8.6989698
greedy_surrogate,13,50,12,0.1518987341772152,8.8538723
greedy_surrogate,13,60,17,0.21518987341772153,9.0506096
greedy_surrogate,13,70,19,0.24050632911392406,9.0506096
greedy_surrogate,13,80,21,0.26582278481012656,9.0506096
greedy_surrogate,13,90,22,0.27848101265822783,9.0506096
greedy_surrogate,13,100,23,0.2911392405063291,9.0506096
greedy_surrogate,13,110,23,0.2911392405063291,9.0506096
greedy_surrogate,13,120,23,0.2911392405063291,9.0506096
greedy_surrogate,13,130,27,0.34177215189873417,9.0506096
greedy_surrogate,13,140,33,0.4177215189873418,9.0506096
greedy_surrogate,13,150,37,0.46835443037974683,9.0506096
greedy_surrogate,14,30,2,0.02531645569620253,8.6989698
greedy_surrogate,14,40,8,0.10126582278481013,9.004365
greedy_surrogate,14,50,13,0.16455696202531644,9.004365
greedy_surrogate,14,60,16,0.20253164556962025,9.004365
greedy_surrogate,14,70,19,0.24050632911392406,9.004365
greedy_surrogate,14,80,22,0.27848101265822783,9.004365
greedy_surrogate,14,90,25,0.31645569620253167,9.1549015
greedy_surrogate,14,100,26,0.3291139240506329,9.1549015
greedy_surrogate,14,110,26,0.3291139240506329,9.1549015
greedy_surrogate,14,120,27,0.34177215189873417,9.1549015
greedy_surrogate,14,130,27,0.34177215189873417,9.1549015
greedy_surrogate,14,140,28,0.35443037974683544,9.1549015
greedy_surrogate,14,150,29,0.3670886075949367,9.1549015
greedy_surrogate,15,30,0,0.0,7.9208188
greedy_surrogate,15,40,2,0.02531645569620253,8.6989698
greedy_surrogate,15,50,3,0.0379746835443038,8.6989698
greedy_surrogate,15,60,5,0.06329113924050633,8.6989698
greedy_surrogate,15,70,5,0.06329113924050633,8.6989698
greedy_surrogate,15,80,6,0.0759493670886076,8.6989698
greedy_surrogate,15,90,8,0.10126582278481013,9.0
greedy_surrogate,15,100,13,0.16455696202531644,9.0
greedy_surrogate,15,110,13,0.16455696202531644,9.0
greedy_surrogate,15,120,13,0.16455696202531644,9.0
greedy_surrogate,15,130,14,0.17721518987341772,9.0
greedy_surrogate,15,140,15,0.189873417721519,9.0
greedy_surrogate,15,150,16,0.20253164556962025,9.0
greedy_surrogate,16,30,2,0.02531645569620253,8.7212467
greedy_surrogate,16,40,2,0.02531645569620253,8.7212467
greedy_surrogate,16,50,7,0.08860759493670886,8.8538723
greedy_surrogate,16,60,9,0.11392405063291139,8.8538723
greedy_surrogate,16,70,12,0.1518987341772152,9.0506096
greedy_surrogate,16,80,13,0.16455696202531644,9.0506096
greedy_surrogate,16,90,14,0.17721518987341772,9.0506096
greedy_surrogate,16,100,18,0.22784810126582278,9.0506096
greedy_surrogate,16,110,20,0.25316455696202533,9.0506096
greedy_surrogate,16,120,22,0.27848101265822783,9.1549015
greedy_surrogate,16,130,26,0.3291139240506329,9.1549015
greedy_surrogate,16,140,27,0.34177215189873417,9.1549015
greedy_surrogate,16,150,28,0.35443037974683544,9.1549015
greedy_surrogate,17,30,2,0.02531645569620253,8.5228786
greedy_surrogate,17,40,5,0.06329113924050633,9.0
greedy_surrogate,17,50,6,0.0759493670886076,9.0
greedy_surrogate,17,60,7,0.08860759493670886,9.0
greedy_surrogate,17,70,11,0.13924050632911392,10.522879
greedy_surrogate,17,80,14,0.17721518987341772,10.522879
greedy_surrogate,17,90,14,0.17721518987341772,10.522879
greedy_surrogate,17,100,15,0.189873417721519,10.522879
greedy_surrogate,17,110,19,0.24050632911392406,10.522879
greedy_surrogate,17,120,25,0.31645569620253167,10.522879
greedy_surrogate,17,130,29,0.3670886075949367,10.522879
greedy_surrogate,17,140,31,0.3924050632911392,10.522879
greedy_surrogate,17,150,31,0.3924050632911392,10.522879
greedy_surrogate,18,30,2,0.02531645569620253,9.1549015
greedy_surrogate,18,40,4,0.05063291139240506,9.1549015
greedy_surrogate,18,50,5,0.06329113924050633,9.1549015
greedy_surrogate,18,60,6,0.0759493670886076,9.1549015
greedy_surrogate,18,70,6,0.0759493670886076,9.1549015
greedy_surrogate,18,80,6,0.0759493670886076,9.1549015
greedy_surrogate,18,90,6,0.0759493670886076,9.1549015
greedy_surrogate,18,100,6,0.0759493670886076,9.1549015
greedy_surrogate,18,110,7,0.08860759493670886,9.1549015
greedy_surrogate,18,120,7,0.08860759493670886,9.1549015
greedy_surrogate,18,130,10,0.12658227848101267,9.1549015
greedy_surrogate,18,140,14,0.17721518987341772,9.1549015
greedy_surrogate,18,150,19,0.24050632911392406,9.1549015
greedy_surrogate,19,30,0,0.0,8.3467875
greedy_surrogate,19,40,2,0.02531645569620253,8.4436979
greedy_surrogate,19,50,9,0.11392405063291139,9.004365
greedy_surrogate,19,60,14,0.17721518987341772,9.004365
greedy_surrogate,19,70,16,0.20253164556962025,9.004365
greedy_surrogate,19,80,18,0.22784810126582278,9.004365
greedy_surrogate,19,90,18,0.22784810126582278,9.004365
greedy_surrogate,19,100,20,0.25316455696202533,9.004365
greedy_surrogate,19,110,21,0.26582278481012656,9.004365
greedy_surrogate,19,120,22,0.27848101265822783,9.1549015
greedy_surrogate,19,130,23,0.2911392405063291,9.1549015
greedy_surrogate,19,140,23,0.2911392405063291,9.1549015
greedy_surrogate,19,150,23,0.2911392405063291,9.1549015
ucb_surrogate,0,30,2,0.02531645569620253,8.6020603
ucb_surrogate,0,40,4,0.05063291139240506,8.6989698
ucb_surrogate,0,50,6,0.0759493670886076,9.0
ucb_surrogate,0,60,7,0.08860759493670886,9.0
ucb_surrogate,0,70,7,0.08860759493670886,9.0
ucb_surrogate,0,80,10,0.12658227848101267,9.0
ucb_surrogate,0,90,11,0.13924050632911392,9.0
ucb_surrogate,0,100,15,0.189873417721519,9.0
ucb_surrogate,0,110,19,0.24050632911392406,9.0
ucb_surrogate,0,120,22,0.27848101265822783,9.0
ucb_surrogate,0,130,23,0.2911392405063291,9.1549015
ucb_surrogate,0,140,27,0.34177215189873417,9.1549015
ucb_surrogate,0,150,28,0.35443037974683544,9.1549015
ucb_surrogate,1,30,1,0.012658227848101266,9.1870871
ucb_surrogate,1,40,3,0.0379746835443038,9.1870871
ucb_surrogate,1,50,4,0.05063291139240506,9.1870871
ucb_surrogate,1,60,5,0.06329113924050633,9.1870871
ucb_surrogate,1,70,13,0.16455696202531644,9.1870871
ucb_surrogate,1,80,15,0.189873417721519,9.1870871
ucb_surrogate,1,90,17,0.21518987341772153,9.1870871
ucb_surrogate,1,100,18,0.22784810126582278,9.1870871
ucb_surrogate,1,110,19,0.24050632911392406,9.1870871
ucb_surrogate,1,120,21,0.26582278481012656,9.1870871
ucb_surrogate,1,130,23,0.2911392405063291,9.1870871
ucb_surrogate,1,140,27,0.34177215189873417,9.1870871
ucb_surrogate,1,150,32,0.4050632911392405,9.1870871
ucb_surrogate,2,30,2,0.02531645569620253,8.5228786
ucb_surrogate,2,40,3,0.0379746835443038,8.5228786
ucb_surrogate,2,50,3,0.0379746835443038,8.5228786
ucb_surrogate,2,60,3,0.0379746835443038,8.5228786
ucb_surrogate,2,70,10,0.12658227848101267,8.6989698
ucb_surrogate,2,80,11,0.13924050632911392,8.6989698
ucb_surrogate,2,90,12,0.1518987341772152,8.6989698
ucb_surrogate,2,100,12,0.1518987341772152,8.6989698
ucb_surrogate,2,110,14,0.17721518987341772,8.6989698
ucb_surrogate,2,120,18,0.22784810126582278,9.0
ucb_surrogate,2,130,22,0.27848101265822783,9.0506096
ucb_surrogate,2,140,23,0.2911392405063291,9.1549015
ucb_surrogate,2,150,26,0.3291139240506329,9.1549015
ucb_surrogate,3,30,0,0.0,8.3010302
ucb_surrogate,3,40,0,0.0,8.3010302
ucb_surrogate,3,50,1,0.012658227848101266,8.5228786
ucb_surrogate,3,60,2,0.02531645569620253,8.8538723
ucb_surrogate,3,70,4,0.05063291139240506,8.8538723
ucb_surrogate,3,80,7,0.08860759493670886,8.8538723
ucb_surrogate,3,90,11,0.13924050632911392,8.8538723
ucb_surrogate,3,100,15,0.189873417721519,8.8538723
ucb_surrogate,3,110,16,0.20253164556962025,8.8538723
ucb_surrogate,3,120,17,0.21518987341772153,9.0
ucb_surrogate,3,130,21,0.26582278481012656,9.1549015
ucb_surrogate,3,140,24,0.3037974683544304,9.1549015
ucb_surrogate,3,150,27,0.34177215189873417,9.1549015
ucb_surrogate,4,30,0,0.0,7.6903696
ucb_surrogate,4,40,1,0.012658227848101266,8.6020603
ucb_surrogate,4,50,5,0.06329113924050633,10.522879
ucb_surrogate,4,60,9,0.11392405063291139,10.522879
ucb_surrogate,4,70,12,0.1518987341772152,10.522879
ucb_surrogate,4,80,17,0.21518987341772153,10.522879
ucb_surrogate,4,90,20,0.25316455696202533,10.522879
ucb_surrogate,4,100,21,0.26582278481012656,10.522879
ucb_surrogate,4,110,23,0.2911392405063291,10.522879
ucb_surrogate,4,120,24,0.3037974683544304,10.522879
ucb_surrogate,4,130,24,0.3037974683544304,10.522879
ucb_surrogate,4,140,25,0.31645569620253167,10.522879
ucb_surrogate,4,150,25,0.31645569620253167,10.522879
ucb_surrogate,5,30,2,0.02531645569620253,9.0
ucb_surrogate,5,40,5,0.06329113924050633,9.0
ucb_surrogate,5,50,6,0.0759493670886076,9.0
ucb_surrogate,5,60,9,0.11392405063291139,9.0
ucb_surrogate,5,70,10,0.12658227848101267,9.0
ucb_surrogate,5,80,11,0.13924050632911392,9.0
ucb_surrogate,5,90,15,0.189873417721519,9.0
ucb_surrogate,5,100,20,0.25316455696202533,9.0
ucb_surrogate,5,110,20,0.25316455696202533,9.0
ucb_surrogate,5,120,24,0.3037974683544304,9.0
ucb_surrogate,5,130,27,0.34177215189873417,9.1549015
ucb_surrogate,5,140,28,0.35443037974683544,10.522879
ucb_surrogate,5,150,30,0.379746835443038,10.522879
ucb_surrogate,6,30,2,0.02531645569620253,9.004365
ucb_surrogate,6,40,5,0.06329113924050633,9.004365
ucb_surrogate,6,50,9,0.11392405063291139,9.004365
ucb_surrogate,6,60,11,0.13924050632911392,9.004365
ucb_surrogate,6,70,13,0.16455696202531644,9.004365
ucb_surrogate,6,80,15,0.189873417721519,9.004365
ucb_surrogate,6,90,16,0.20253164556962025,9.004365
ucb_surrogate,6,100,17,0.21518987341772153,9.004365
ucb_surrogate,6,110,18,0.22784810126582278,9.004365
ucb_surrogate,6,120,20,0.25316455696202533,9.004365
ucb_surrogate,6,130,22,0.27848101265822783,9.1549015
ucb_surrogate,6,140,23,0.2911392405063291,9.1549015
ucb_surrogate,6,150,28,0.35443037974683544,9.1549015
ucb_surrogate,7,30,3,0.0379746835443038,10.522879
ucb_surrogate,7,40,7,0.08860759493670886,10.522879
ucb_surrogate,7,50,8,0.10126582278481013,10.522879
ucb_surrogate,7,60,10,0.12658227848101267,10.522879
ucb_surrogate,7,70,10,0.12658227848101267,10.522879
ucb_surrogate,7,80,11,0.13924050632911392,10.522879
ucb_surrogate,7,90,12,0.1518987341772152,10.522879
ucb_surrogate,7,100,16,0.20253164556962025,10.522879
ucb_surrogate,7,110,19,0.24050632911392406,10.522879
ucb_surrogate,7,120,21,0.26582278481012656,10.522879
ucb_surrogate,7,130,22,0.27848101265822783,10.522879
ucb_surrogate,7,140,24,0.3037974683544304,10.522879
ucb_surrogate,7,150,25,0.31645569620253167,10.522879
ucb_surrogate,8,30,3,0.0379746835443038,8.6989698
ucb_surrogate,8,40,6,0.0759493670886076,8.6989698
ucb_surrogate,8,50,8,0.10126582278481013,9.0
ucb_surrogate,8,60,11,0.13924050632911392,9.0
ucb_surrogate,8,70,14,0.17721518987341772,9.0
ucb_surrogate,8,80,17,0.21518987341772153,9.1549015
ucb_surrogate,8,90,17,0.21518987341772153,9.1549015
ucb_surrogate,8,100,18,0.22784810126582278,9.1549015
ucb_surrogate,8,110,23,0.2911392405063291,9.1549015
ucb_surrogate,8,120,24,0.3037974683544304,9.1549015
ucb_surrogate,8,130,25,0.31645569620253167,9.1549015
ucb_surrogate,8,140,26,0.3291139240506329,9.1549015
ucb_surrogate,8,150,29,0.3670886075949367,9.1549015
ucb_surrogate,9,30,3,0.0379746835443038,8.8538723
ucb_surrogate,9,40,3,0.0379746835443038,8.8538723
ucb_surrogate,9,50,7,0.08860759493670886,9.004365
ucb_surrogate,9,60,13,0.16455696202531644,9.004365
ucb_surrogate,9,70,16,0.20253164556962025,9.004365
ucb_surrogate,9,80,19,0.24050632911392406,9.004365
ucb_surrogate,9,90,19,0.24050632911392406,9.004365
ucb_surrogate,9,100,26,0.3291139240506329,9.004365
ucb_surrogate,9,110,29,0.3670886075949367,9.0506096
ucb_surrogate,9,120,29,0.3670886075949367,9.0506096
ucb_surrogate,9,130,29,0.3670886075949367,9.0506096
ucb_surrogate,9,140,33,0.4177215189873418,9.1549015
ucb_surrogate,9,150,33,0.4177215189873418,9.1549015
ucb_surrogate,10,30,0,0.0,8.1549015
ucb_surrogate,10,40,0,0.0,8.1549015
ucb_surrogate,10,50,0,0.0,8.3010302
ucb_surrogate,10,60,1,0.012658227848101266,8.6020603
ucb_surrogate,10,70,3,0.0379746835443038,9.0
ucb_surrogate,10,80,4,0.05063291139240506,9.0
ucb_surrogate,10,90,5,0.06329113924050633,9.0
ucb_surrogate,10,100,10,0.12658227848101267,9.0
ucb_surrogate,10,110,11,0.13924050632911392,9.0
ucb_surrogate,10,120,12,0.1518987341772152,9.0
ucb_surrogate,10,130,15,0.189873417721519,9.0
ucb_surrogate,10,140,17,0.21518987341772153,9.1549015
ucb_surrogate,10,150,17,0.21518987341772153,9.1549015
ucb_surrogate,11,30,1,0.012658227848101266,8.3979397
ucb_surrogate,11,40,6,0.0759493670886076,8.6989698
ucb_surrogate,11,50,10,0.12658227848101267,9.004365
ucb_surrogate,11,60,13,0.16455696202531644,9.004365
ucb_surrogate,11,70,14,0.17721518987341772,9.004365
ucb_surrogate,11,80,14,0.17721518987341772,9.004365
ucb_surrogate,11,90,16,0.20253164556962025,9.004365
ucb_surrogate,11,100,16,0.20253164556962025,9.004365
ucb_surrogate,11,110,17,0.21518987341772153,9.004365
ucb_surrogate,11,120,20,0.25316455696202533,9.004365
ucb_surrogate,11,130,20,0.25316455696202533,9.004365
ucb_surrogate,11,140,21,0.26582278481012656,9.004365
ucb_surrogate,11,150,24,0.3037974683544304,9.004365
ucb_surrogate,12,30,2,0.02531645569620253,8.5228786
ucb_surrogate,12,40,3,0.0379746835443038,9.0
ucb_surrogate,12,50,5,0.06329113924050633,9.0
ucb_surrogate,12,60,8,0.10126582278481013,9.0
ucb_surrogate,12,70,11,0.13924050632911392,9.1549015
ucb_surrogate,12,80,15,0.189873417721519,9.1549015
ucb_surrogate,12,90,16,0.20253164556962025,9.1549015
ucb_surrogate,12,100,20,0.25316455696202533,9.1549015
ucb_surrogate,12,110,24,0.3037974683544304,9.1549015
ucb_surrogate,12,120,27,0.34177215189873417,9.1549015
ucb_surrogate,12,130,31,0.3924050632911392,9.1549015
ucb_surrogate,12,140,31,0.3924050632911392,9.1549015
ucb_surrogate,12,150,31,0.3924050632911392,9.1549015
ucb_surrogate,13,30,3,0.0379746835443038,8.6989698
ucb_surrogate,13,40,5,0.06329113924050633,9.5228786
ucb_surrogate,13,50,9,0.11392405063291139,9.5228786
ucb_surrogate,13,60,11,0.13924050632911392,9.5228786
ucb_surrogate,13,70,13,0.16455696202531644,9.5228786
ucb_surrogate,13,80,17,0.21518987341772153,10.522879
ucb_surrogate,13,90,22,0.27848101265822783,10.522879
ucb_surrogate,13,100,23,0.2911392405063291,10.522879
ucb_surrogate,13,110,26,0.3291139240506329,10.522879
ucb_surrogate,13,120,27,0.34177215189873417,10.522879
ucb_surrogate,13,130,29,0.3670886075949367,10.522879
ucb_surrogate,13,140,30,0.379746835443038,10.522879
ucb_surrogate,13,150,33,0.4177215189873418,10.522879
ucb_surrogate,14,30,2,0.02531645569620253,8.6989698
ucb_surrogate,14,40,7,0.08860759493670886,9.0
ucb_surrogate,14,50,11,0.13924050632911392,9.004365
ucb_surrogate,14,60,16,0.20253164556962025,9.004365
ucb_surrogate,14,70,17,0.21518987341772153,9.004365
ucb_surrogate,14,80,18,0.22784810126582278,9.004365
ucb_surrogate,14,90,21,0.26582278481012656,9.1549015
ucb_surrogate,14,100,22,0.27848101265822783,9.1549015
ucb_surrogate,14,110,26,0.3291139240506329,9.1549015
ucb_surrogate,14,120,29,0.3670886075949367,9.1549015
ucb_surrogate,14,130,31,0.3924050632911392,9.1549015
ucb_surrogate,14,140,35,0.4430379746835443,9.1549015
ucb_surrogate,14,150,37,0.46835443037974683,9.1549015
ucb_surrogate,15,30,0,0.0,7.9208188
ucb_surrogate,15,40,4,0.05063291139240506,10.522879
ucb_surrogate,15,50,8,0.10126582278481013,10.522879
ucb_surrogate,15,60,12,0.1518987341772152,10.522879
ucb_surrogate,15,70,15,0.189873417721519,10.522879
ucb_surrogate,15,80,18,0.22784810126582278,10.522879
ucb_surrogate,15,90,19,0.24050632911392406,10.522879
ucb_surrogate,15,100,21,0.26582278481012656,10.522879
ucb_surrogate,15,110,23,0.2911392405063291,10.522879
ucb_surrogate,15,120,24,0.3037974683544304,10.522879
ucb_surrogate,15,130,24,0.3037974683544304,10.522879
ucb_surrogate,15,140,25,0.31645569620253167,10.522879
ucb_surrogate,15,150,29,0.3670886075949367,10.522879
ucb_surrogate,16,30,2,0.02531645569620253,8.7212467
ucb_surrogate,16,40,7,0.08860759493670886,8.8538723
ucb_surrogate,16,50,7,0.08860759493670886,8.8538723
ucb_surrogate,16,60,12,0.1518987341772152,9.0
ucb_surrogate,16,70,16,0.20253164556962025,9.004365
ucb_surrogate,16,80,20,0.25316455696202533,9.004365
ucb_surrogate,16,90,21,0.26582278481012656,9.004365
ucb_surrogate,16,100,23,0.2911392405063291,9.1549015
ucb_surrogate,16,110,24,0.3037974683544304,9.1549015
ucb_surrogate,16,120,28,0.35443037974683544,9.1549015
ucb_surrogate,16,130,29,0.3670886075949367,9.1549015
ucb_surrogate,16,140,29,0.3670886075949367,9.1549015
ucb_surrogate,16,150,31,0.3924050632911392,9.1549015
ucb_surrogate,17,30,2,0.02531645569620253,8.5228786
ucb_surrogate,17,40,4,0.05063291139240506,9.0
ucb_surrogate,17,50,6,0.0759493670886076,9.0
ucb_surrogate,17,60,11,0.13924050632911392,10.522879
ucb_surrogate,17,70,12,0.1518987341772152,10.522879
ucb_surrogate,17,80,14,0.17721518987341772,10.522879
ucb_surrogate,17,90,16,0.20253164556962025,10.522879
ucb_surrogate,17,100,18,0.22784810126582278,10.522879
ucb_surrogate,17,110,19,0.24050632911392406,10.522879
ucb_surrogate,17,120,21,0.26582278481012656,10.522879
ucb_surrogate,17,130,27,0.34177215189873417,10.522879
